Show Number, Air Date, Round, Category, Value, Question, Answer,,,
6300,1/27/2012,Jeopardy!,LESSER-KNOWN SCIENTISTS,$400 ,"The ""crown jewels"" of Alcoa are the bits of this metal that chemist Charles Hall isolated when he was just 22",aluminum,,,
6300,1/27/2012,Jeopardy!,THE TRUTH LIES THEREIN,$400 ,"Old school GPS on a shopping mall map:  ""You Are"" this",here,,,
6300,1/27/2012,Jeopardy!,VISITING THE CITY,$600 ,"Take the ""Sound of Music"" tour or visit the Hagenauer House, once home to the Mozart family",Salzburg,,,
6300,1/27/2012,Jeopardy!,PANTS,$600 ,"When introduced, these wide, baggy pants were 4 inches longer than usual knicker length",plus fours,,,
6300,1/27/2012,Jeopardy!,CHILD ACTORS,$600 ,"At age 11, this future portrayer of Bella Swan was Jodie Foster's daughter in ""Panic Room""",Kristen Stewart,,,
6300,1/27/2012,Jeopardy!,STUPID ANSWERS,$600 ,This was first imprinted in black on individual M&Ms in 1950,M,,,
6300,1/27/2012,Jeopardy!,LESSER-KNOWN SCIENTISTS,$600 ,Gowin Knight's 1745 development of a better way to magnetize steel allowed him to improve this device used by mariners,a compass,,,
6300,1/27/2012,Jeopardy!,THE TRUTH LIES THEREIN,$600 ,"Old school CBS history show:  ""You Are"" this",There,,,
6300,1/27/2012,Jeopardy!,VISITING THE CITY,$800 ,There's a great opera house on Bennelong Point from which you can see Fort Denison in the harbor,Sydney,,,
6300,1/27/2012,Jeopardy!,PANTS,"$1,400 ",Tight-fitting pants patterned after those worn by bullfighters aren't usually called matador pants but these,toreador pants,,,
6300,1/27/2012,Jeopardy!,CHILD ACTORS,$800 ,"This kid, with a familiar last name, is seen <a href=""http://www.j-archive.com/media/2012-01-27_J_22.wmv"">here</a> in a 2010 film",Jaden Smith,,,
6300,1/27/2012,Jeopardy!,STUPID ANSWERS,$800 ,"The second verse of this classic American song begins, ""O beautiful for pilgrim feet""","""America the Beautiful""",,,
6300,1/27/2012,Jeopardy!,LESSER-KNOWN SCIENTISTS,$800 ,"Joseph Lagrange insisted on 10 as the basic unit when standardizing French weights & measures, creating this system",the metric system,,,
6300,1/27/2012,Jeopardy!,THE TRUTH LIES THEREIN,$800 ,Colt controller,rein,,,
6300,1/27/2012,Jeopardy!,VISITING THE CITY,"$1,000 ","Arriving at the train station built for the 1992 World's Fair, check out the Alcazar Palace & Biennial of Flemenco art",Seville,,,
6300,1/27/2012,Jeopardy!,PANTS,"$1,000 ",The baggy shalwar is always in fashion in this country on India's northwest border,Pakistan,,,
6300,1/27/2012,Jeopardy!,CHILD ACTORS,"$1,000 ","In the 1930s Baby LeRoy played opposite this comedian, who spiked his bottle with gin to shut him up",W. C. Fields,,,
6300,1/27/2012,Jeopardy!,STUPID ANSWERS,"$1,000 ",The Mosquito Indians are a majority population of this coastal region of Honduras & Nicaragua,the Mosquito Coast,,,
6300,1/27/2012,Jeopardy!,LESSER-KNOWN SCIENTISTS,"$1,000 ",In 1785 William Withering suggested using this drug from the foxglove plant to treat heart disease,digitalis (or digoxin),,,
6300,1/27/2012,Jeopardy!,THE TRUTH LIES THEREIN,"$1,000 ",A palindromic preposition of the past,ere,,,
6102,3/8/2011,Jeopardy!,BOOK NUMBERS,$200 ,"It begins, ""It was love at first sight.  The first time Yossarian saw the chaplain he fell madly in love with him""",Catch-22,,,
6102,3/8/2011,Jeopardy!,WHEN LIFE GIVES YOU LEMONS,$200 ,"Make your own version of Marie Callender's top-selling pie, this one with stiffly beaten egg whites",a lemon meringue pie,,,
6102,3/8/2011,Jeopardy!,NAME THAT PREZ,$200 ,"Wearing No. 5, he's famous for a doctrine",Monroe,,,
6102,3/8/2011,Jeopardy!,DRINKING VESSELS,$200 ,"The tall, narrow flute used for this beverage named for a region of France allows the bubbles to rise slower",champagne,,,
6102,3/8/2011,Jeopardy!,HOCKEY,$200 ,Jacques Plante is credited with making this piece of equipment de rigueur for goalies,a face mask,,,
6102,3/8/2011,Jeopardy!,"WHAT THE ""ECK""",$200 ,"A quick kiss, or part of a primitive typing style",peck,,,
6102,3/8/2011,Jeopardy!,BOOK NUMBERS,$400 ,"""The Starlight  Barking"" is Dodie Smith's sequel to this 1956 classic kids' book",The 101 Dalmatians,,,
6102,3/8/2011,Jeopardy!,WHEN LIFE GIVES YOU LEMONS,$400 ,"Make lemonade, add an equal amount of iced tea & you'll have this drink named for a golfer",an Arnold Palmer,,,
6102,3/8/2011,Jeopardy!,NAME THAT PREZ,$400 ,"Was engaged only once, to Ann Coleman, but broke it off",Buchanan,,,
6102,3/8/2011,Jeopardy!,DRINKING VESSELS,$400 ,"Also the name of a pub at Brandeis U., this earthenware vessel can hold about a pint of beer",a stein,,,
6102,3/8/2011,Jeopardy!,HOCKEY,$400 ,A winged wheel is the logo of this franchise,the Red Wings,,,
6102,3/8/2011,Jeopardy!,"WHAT THE ""ECK""",$400 ,"""Odelay"" alt-rocker",Beck,,,
6102,3/8/2011,Jeopardy!,BOOK NUMBERS,"$1,000 ",This Dickens novel opens in the year 1775,A Tale of Two Cities,,,
6102,3/8/2011,Jeopardy!,WHEN LIFE GIVES YOU LEMONS,$600 ,"Cook up a sauce for chicken or fish with lemon & these small, dried pickled buds",capers,,,
6102,3/8/2011,Jeopardy!,NAME THAT PREZ,$600 ,From 1937 to 1940 his father was U.S. Ambassador to Great Britain,JFK,,,
6102,3/8/2011,Jeopardy!,DRINKING VESSELS,$600 ,"Although it usually refers to a laboratory container, it can also mean a large drinking cup with a wide mouth",a beaker,,,
6102,3/8/2011,Jeopardy!,HOCKEY,$600 ,"In 2010 the Hockey Hall of Fame welcomed its first 2 of these, James & Granato",women,,,
6102,3/8/2011,Jeopardy!,"WHAT THE ""ECK""",$600 ,Area containing the trachea,the neck,,,
6102,3/8/2011,Jeopardy!,BOOK NUMBERS,$800 ,The action of this novel is seen through the eyes of the seemingly mute Chief Bromden,One Flew Over the Cuckoo's Nest,,,
6102,3/8/2011,Jeopardy!,WHEN LIFE GIVES YOU LEMONS,$800 ,"Pucker up with a lemon drop cocktail, lemon juice, a lemon slice, sugar & this liquor",lemon-flavored vodka,,,
6102,3/8/2011,Jeopardy!,NAME THAT PREZ,$800 ,The oldest to be inaugurated,Reagan,,,
6102,3/8/2011,Jeopardy!,DRINKING VESSELS,$800 ,"A flat-bottomed glass with no handle, it sounds like a gymnast",tumbler,,,
6102,3/8/2011,Jeopardy!,HOCKEY,$800 ,"He won the Calder Trophy as rookie of the year in 1967 playing with great conviction, or is it conjunction?",(Bobby) Orr,,,
6102,3/8/2011,Jeopardy!,"WHAT THE ""ECK""",$800 ,"To threaten the king, in chess",check,,,
6102,3/8/2011,Jeopardy!,BOOK NUMBERS,"$1,000 ","In 2010's ""Imperial Bedrooms"", Bret Easton Ellis follows up with characters from this 1985 novel of his",Less Than Zero,,,
6102,3/8/2011,Jeopardy!,WHEN LIFE GIVES YOU LEMONS,"$1,000 ","When life gives you lemons, get out a grater, as you can add intense flavor to a dish using <a href=""http://www.j-archive.com/media/2011-03-08_J_26.jpg"" target=""_blank"">this</a> outer part of the peel or rind",zest,,,
6102,3/8/2011,Jeopardy!,NAME THAT PREZ,"$1,000 ",Had been president of Columbia University,Dwight David Eisenhower,,,
6102,3/8/2011,Jeopardy!,DRINKING VESSELS,"$1,000 ",Ochoko are traditional tiny cups from which to drink this alcoholic beverage,sake,,,
6102,3/8/2011,Jeopardy!,HOCKEY,"$1,000 ","Borje Salming, from this country, helped get European players accepted in the NHL",Sweden,,,
6102,3/8/2011,Jeopardy!,"WHAT THE ""ECK""","$1,000 ",Wall-climbing house lizard,a gecko,,,
6102,3/8/2011,Double Jeopardy!,"MYTHOLO-""G""",$400 ,These monstrous sisters were the daughters of Phorcys & Ceto,the Gorgons,,,
6102,3/8/2011,Double Jeopardy!,TV SHOWS BY KIDS,$400 ,"Chris, Tracy, Keith, Danny, Laurie",The Partridge Family,,,
6102,3/8/2011,Double Jeopardy!,ABBREV.,$400 ,"In the '60s the U.S. had a strategic policy known as MAD, mutual assured this",destruction,,,
6102,3/8/2011,Double Jeopardy!,HODGEPODGE,$400 ,Calgary & Medicine Hat are in this Canadian province,Alberta,,,
6102,3/8/2011,Double Jeopardy!,"MULTIPLY BY 5, DIVIDE BY 2, ADD 3",$400 ,2,8,,,
6102,3/8/2011,Double Jeopardy!,SORRY ABOUT THAT,$400 ,In 1997 Tony Blair formally apologized to this country for British negligence during the 1845-49 famine,Ireland,,,
6102,3/8/2011,Double Jeopardy!,"MYTHOLO-""G""",$800 ,An oracle decreed that anyone who could unravel this would rule Asia,the Gordian knot,,,
6102,3/8/2011,Double Jeopardy!,TV SHOWS BY KIDS,$800 ,"Becky, Darlene, D.J.",Roseanne,,,
6102,3/8/2011,Double Jeopardy!,ABBREV.,$800 ,"(<a href=""http://www.j-archive.com/media/2011-03-08_DJ_14.wmv"">Kelly of the Clue Crew shows an animated car chase on the monitor.</a>)  A police cruiser's right front bumper nudges a fleeing suspect's left rear to induce a stop using the PIT maneuver, PIT short for this intervention technique",pursuit,,,
6102,3/8/2011,Double Jeopardy!,HODGEPODGE,$800 ,International Nurses Day is May 12; in 2013 it'll coincide with this other big day for caregivers,Mother's Day,,,
6102,3/8/2011,Double Jeopardy!,"MULTIPLY BY 5, DIVIDE BY 2, ADD 3",$800 ,10,28,,,
6102,3/8/2011,Double Jeopardy!,SORRY ABOUT THAT,"$2,000 ",In 1986 the French govt. apologized & paid compensation for the sinking of this group's ship the Rainbow Warrior,Greenpeace,,,
6102,3/8/2011,Double Jeopardy!,"MYTHOLO-""G""","$1,200 ","In Greek myth, she's Mother Earth",Gaia,,,
6102,3/8/2011,Double Jeopardy!,TV SHOWS BY KIDS,"$1,200 ","David, Mary, Susan, Nicholas, Joannie, Elizabeth, Nancy, Tommy",Eight is Enough,,,
6102,3/8/2011,Double Jeopardy!,ABBREV.,"$1,200 ",The computer language COBOL is an acronym: Common this Oriented Language,Business,,,
6102,3/8/2011,Double Jeopardy!,HODGEPODGE,"$1,200 ",Since 2008 this insurance conglomerate has gotten $182 billion in government funds,AIG,,,
6102,3/8/2011,Double Jeopardy!,"MULTIPLY BY 5, DIVIDE BY 2, ADD 3","$1,200 ",16,43,,,
6102,3/8/2011,Double Jeopardy!,SORRY ABOUT THAT,"$1,200 ",In the '70s this ex-Alabama gov. said his opposition to integration had been wrong & apologized for his actions,(George) Wallace,,,
6102,3/8/2011,Double Jeopardy!,"MYTHOLO-""G""","$1,600 ",Pygmalion fell in love with a statue called this when she came to life,Galatea,,,
6102,3/8/2011,Double Jeopardy!,TV SHOWS BY KIDS,"$1,600 ","The Henricksons: Sarah, Ben, Tancy & many more",Big Love,,,
6102,3/8/2011,Double Jeopardy!,ABBREV.,"$1,600 ","Often loosely referred to as Scotland Yard, CID stands for this Department",Criminal Investigation Department,,,
6102,3/8/2011,Double Jeopardy!,HODGEPODGE,"$1,600 ","In February 1815 Napoleon snuck off this island with about 1,000 followers",Elba,,,
6102,3/8/2011,Double Jeopardy!,"MULTIPLY BY 5, DIVIDE BY 2, ADD 3","$1,600 ",60,153,,,
6102,3/8/2011,Double Jeopardy!,SORRY ABOUT THAT,"$1,600 ","On Feb. 5, 2010 the president of this car company apologized for massive global recalls over sticking gas pedals",Toyota,,,
6102,3/8/2011,Double Jeopardy!,"MYTHOLO-""G""","$2,000 ","One of Jupiter's moons is named for this boy, Zeus' cupbearer",Ganymede,,,
6102,3/8/2011,Double Jeopardy!,TV SHOWS BY KIDS,"$2,000 ",Grace & Zach Florrick,The Good Wife,,,
6102,3/8/2011,Double Jeopardy!,ABBREV.,"$2,000 ","It's what the ""A&M"" stands for in the name of Alabama A&M University",Agricultural & Mechanical,,,
6102,3/8/2011,Double Jeopardy!,HODGEPODGE,"$2,000 ",Madagascar's pygmy mouse type of this grows about 8 inches long & weighs about 1 ounce,lemurs,,,
6102,3/8/2011,Double Jeopardy!,"MULTIPLY BY 5, DIVIDE BY 2, ADD 3","$2,000 ","50,000","125,003",,,
6102,3/8/2011,Double Jeopardy!,SORRY ABOUT THAT,"$2,000 ","Richard Jewell, a suspect for 3 months in this city's 1996 Olympic Park bombing, got an apology from Janet Reno",Atlanta,,,
6102,3/8/2011,Final Jeopardy!,AMERICAN LITERATURE,None,"""The Scarlet Letter"" says, ""to forbid the culprit to hide his face... was the essence of"" this 7-letter punishment",the pillory,,,
6235,10/28/2011,Jeopardy!,CASEY AT THE BAT,$200 ,Future major leaguer Casey Kotchman hit .456 to help lead Seminole High in this state to the 2001 national title,Florida,,,
6235,10/28/2011,Jeopardy!,THE 1600s,$200 ,"After observing a comet in 1682, he proved it was the same one seen in 1607, 1531, 1456 ...",(Edmund) Halley,,,
6235,10/28/2011,Jeopardy!,IN THE DICTIONARY,$200 ,"This 10-letter word refers to one's partner in crime, perhaps as an accessory",an accomplice,,,
6235,10/28/2011,Jeopardy!,THE SHAPE OF THINGS,$200 ,DNA is a double one of these,a helix,,,
6235,10/28/2011,Jeopardy!,LAND IDAHO!,$200 ,"In 1900, the population of this capital was about 6,000; by 1960, it had exploded to 34,000",Boise,,,
6235,10/28/2011,Jeopardy!,KEYBOARD NEIGHBORS,$200 ,"A simile is a comparison usually including the word ""like"" or this",as,,,
6235,10/28/2011,Jeopardy!,CASEY AT THE BAT,$400 ,"He made the Hall of Fame as a Yankees manager, but he also batted .284 in 14 big-league seasons",Casey Stengel,,,
6235,10/28/2011,Jeopardy!,THE 1600s,$400 ,"Dutchamn Willem Schouten, who rounded this dangerous tip of South America in 1616, named it for his birthplace",Cape Horn,,,
6235,10/28/2011,Jeopardy!,IN THE DICTIONARY,$400 ,This unit of measure also means to move by small degrees,inch,,,
6235,10/28/2011,Jeopardy!,THE SHAPE OF THINGS,$400 ,Something deltoid resembles this basic geometric shape,a triangle,,,
6235,10/28/2011,Jeopardy!,LAND IDAHO!,$400 ,"Resburg has an Idaho branch of this man's university; you may be more familiar with the one in Provo, Utah",Brigham Young,,,
6235,10/28/2011,Jeopardy!,KEYBOARD NEIGHBORS,$400 ,"They combine to make an ""F"" sound","""G"" and ""H""",,,
6235,10/28/2011,Jeopardy!,CASEY AT THE BAT,$600 ,"From 1999 to 2005, Sean Casey batted .300 or better 5 times in 7 seasons for this Ohio team",(Cincinnati Reds),,,
6235,10/28/2011,Jeopardy!,THE 1600s,$600 ,"For nearly 40 years, until 1679, New Hampshire was part of this colony",Massachusetts Bay Colony,,,
6235,10/28/2011,Jeopardy!,IN THE DICTIONARY,$600 ,"One who makes a brief but intense effort & enjoys short-lived success is this ""in the pan""",a flash,,,
6235,10/28/2011,Jeopardy!,KEYBOARD NEIGHBORS,$600 ,In Spanish it's nosotros,we,,,
6235,10/28/2011,Jeopardy!,CASEY AT THE BAT,$800 ,"Casey Candaele played 9 seasons in the majors; his mom Helen played ball too, & helped inspire this 1992 film",A League of Their Own,,,
6235,10/28/2011,Jeopardy!,THE 1600s,$800 ,The oldest opera for which complete music still exists is Jacopo Peri's 1600 work about this lover of Orpheus,Euridice,,,
6235,10/28/2011,Jeopardy!,IN THE DICTIONARY,$800 ,This 2-word term can refer to a spicy sausage or a piece of highlighted text on a web page,hot link,,,
6235,10/28/2011,Jeopardy!,THE SHAPE OF THINGS,$800 ,"Something pinnate is shaped like this (it's what ""pinna"" means in Latin)",feather,,,
6235,10/28/2011,Jeopardy!,KEYBOARD NEIGHBORS,$800 ,In Caesar's time it was 90,XC,,,
6235,10/28/2011,Jeopardy!,CASEY AT THE BAT,"$1,000 ",Joe Casey batted .152 for the 1911 Detroit Tigers; this Georgia-born teammate batted .420,Ty Cobb,,,
6235,10/28/2011,Jeopardy!,THE 1600s,"$2,400 ","After hoarding food rations, he & his son were kept at bay, literally, by mutineers who set them adrift in 1611",Henry Hudson,,,
6235,10/28/2011,Jeopardy!,IN THE DICTIONARY,"$1,000 ",This 4-syllable adjective can refer to non-canonical parts of the Vulgate Bible or to any documents of doubtful origin,apocryphal,,,
6235,10/28/2011,Jeopardy!,THE SHAPE OF THINGS,"$1,000 ","The Earth is this type of spheroid, meaning flattened at the poles",oblate,,,
6235,10/28/2011,Jeopardy!,KEYBOARD NEIGHBORS,"$1,000 ","The bottom right pair of letters, it's a U.S. state postal abbreviation",NM,,,
6235,10/28/2011,Double Jeopardy!,THE STATUE OF LIBERTY,$400 ,"Give this man a ""prize""!  He used his newspaper, the World, to help raise funds for the Statue's pedestal",Pulitzer,,,
6235,10/28/2011,Double Jeopardy!,MEANINGFUL STAGE NAMES,$400 ,Wrestler Steve Williams adopted this surname in tribute to Lee Majors' superhuman TV character,Austin,,,
6235,10/28/2011,Double Jeopardy!,WHERE'S THE PROBLEM?,$400 ,Cirrhosis,the liver,,,
6235,10/28/2011,Double Jeopardy!,LIBRARIES,$400 ,"Entitled to free copies of all books printed in Britain, the Bodleian Library is the main library of this university",Oxford,,,
6235,10/28/2011,Double Jeopardy!,"""SH""!",$400 ,"Many a manly man sports a ""five o'clock"" one of these",a shadow,,,
6235,10/28/2011,Double Jeopardy!,THE STATUE OF LIBERTY,$800 ,"Sculptor Frederic Bartholdi constructed the Statue out of this, hammering sheets of it in a technique called repousse",copper,,,
6235,10/28/2011,Double Jeopardy!,RUSSIAN COMPOSERS,$800 ,In 1936 Prokofiev wrote this musical piece & its narration for a children's theater in Moscow,Peter & The Wolf,,,
6235,10/28/2011,Double Jeopardy!,MEANINGFUL STAGE NAMES,$800 ,This Mindfreak-y performer changed his name from Christopher Sarantakos,Criss Angel,,,
6235,10/28/2011,Double Jeopardy!,WHERE'S THE PROBLEM?,$800 ,Rhinitis,the nose,,,
6235,10/28/2011,Double Jeopardy!,LIBRARIES,$800 ,This city's first public library opened in 1873 in a circular water tank that had survived the Great Fire,Chicago,,,
6235,10/28/2011,Double Jeopardy!,"""SH""!",$800 ,"From the name of a British Army officer, they're fragments from an exploded artillery shell",shrapnel,,,
6235,10/28/2011,Double Jeopardy!,THE STATUE OF LIBERTY,"$1,200 ","Her poem about the Statue of Liberty says, ""Her mild eyes command / the air-bridged harbor that twin cities frame""",Emma Lazarus,,,
6235,10/28/2011,Double Jeopardy!,MEANINGFUL STAGE NAMES,"$1,200 ",Focus on the middle name of Richard Melville Hall to figure out he's better known as this techno musician,Moby,,,
6235,10/28/2011,Double Jeopardy!,WHERE'S THE PROBLEM?,"$1,200 ",Silicosis,the lungs,,,
6235,10/28/2011,Double Jeopardy!,LIBRARIES,"$1,200 ","Both he and Bess are buried in the courtyard of his Presidential Library in Independence, Missouri",Harry S. Truman,,,
6235,10/28/2011,Double Jeopardy!,"""SH""!","$1,200 ","2 to 4 feet long, the spiny dogfish is probably the most abundant species of this fish on the U.S. Atlantic Coast",shark,,,
6235,10/28/2011,Double Jeopardy!,THE STATUE OF LIBERTY,"$1,600 ","A ""magician of iron"", this French engineer designed Lady Liberty's skeletal framework",Eiffel,,,
6235,10/28/2011,Double Jeopardy!,RUSSIAN COMPOSERS,"$1,600 ","In 1856, at age 12, this ""Flight Of The Bumblebee"" composer entered a naval academy & remained in the navy for 17 years",Nikolai Rimsky-Korsakov,,,
